Date,State,Disease,Disease_Count,Year,Month,Season
2021-10-11,Telangana,Diarrhea,9,2021,10,Autumn
2022-07-03,Andhra Pradesh,Skin Rash,22,2022,7,Summer
2024-10-17,Telangana,Dengue,20,2024,10,Autumn
2017-10-28,Andhra Pradesh,Skin Rash,21,2017,10,Autumn
2017-07-20,Karnataka,Cold,10,2017,7,Summer
2017-07-24,Telangana,Dengue,21,2017,7,Summer
2016-04-23,Andhra Pradesh,Skin Rash,16,2016,4,Spring
2017-01-03,Karnataka,Cough,9,2017,1,Winter
2019-01-24,Karnataka,Malaria,14,2019,1,Winter
2020-04-19,Telangana,Fever,17,2020,4,Spring
2016-10-25,Andhra Pradesh,Diarrhea,4,2016,10,Autumn
2020-01-09,Andhra Pradesh,Diarrhea,9,2020,1,Winter
2021-07-23,Andhra Pradesh,Skin Rash,20,2021,7,Summer
2016-04-28,Delhi,Dengue,14,2016,4,Spring
2017-10-12,Karnataka,Eye Infection,13,2017,10,Autumn
2019-10-27,Andhra Pradesh,Eye Infection,13,2019,10,Autumn
2018-04-20,Delhi,Cold,11,2018,4,Spring
2023-04-27,Andhra Pradesh,Cold,19,2023,4,Spring
2017-10-22,Andhra Pradesh,Eye Infection,14,2017,10,Autumn
2018-01-07,Telangana,Headache,28,2018,1,Winter
2023-01-22,Karnataka,Dengue,13,2023,1,Winter
2019-10-05,Karnataka,Dengue,7,2019,10,Autumn
2018-07-14,Telangana,Fever,24,2018,7,Summer
2019-10-23,Andhra Pradesh,Fever,17,2019,10,Autumn
2018-01-09,Telangana,Headache,26,2018,1,Winter
2020-07-10,Andhra Pradesh,Malaria,23,2020,7,Summer
2022-07-25,Karnataka,Malaria,12,2022,7,Summer
2019-10-11,Delhi,Fever,23,2019,10,Autumn
2023-04-06,Andhra Pradesh,Cold,15,2023,4,Spring
2023-07-18,Andhra Pradesh,Cough,29,2023,7,Summer
2021-10-14,Karnataka,Cold,12,2021,10,Autumn
2024-07-07,Andhra Pradesh,Skin Rash,21,2024,7,Summer
2016-07-11,Andhra Pradesh,Malaria,26,2016,7,Summer
2019-10-04,Andhra Pradesh,Cold,18,2019,10,Autumn
2016-10-14,Delhi,Allergy,21,2016,10,Autumn
2023-01-19,Andhra Pradesh,Headache,29,2023,1,Winter
2016-10-07,Andhra Pradesh,Malaria,15,2016,10,Autumn
2018-01-27,Telangana,Skin Rash,18,2018,1,Winter
2022-04-22,Andhra Pradesh,Cough,18,2022,4,Spring
2016-07-26,Delhi,Diarrhea,10,2016,7,Summer
2022-10-19,Andhra Pradesh,Skin Rash,19,2022,10,Autumn
2017-04-25,Andhra Pradesh,Dengue,19,2017,4,Spring
2023-04-16,Delhi,Skin Rash,20,2023,4,Spring
2020-10-13,Karnataka,Fever,20,2020,10,Autumn
2020-04-03,Andhra Pradesh,Eye Infection,18,2020,4,Spring
2023-04-26,Karnataka,Cough,5,2023,4,Spring
2020-01-08,Delhi,Allergy,21,2020,1,Winter
2021-10-14,Andhra Pradesh,Diarrhea,9,2021,10,Autumn
2024-07-09,Telangana,Dengue,18,2024,7,Summer
2017-01-15,Karnataka,Cough,15,2017,1,Winter
2023-04-26,Delhi,Fever,20,2023,4,Spring
2017-10-05,Karnataka,Eye Infection,9,2017,10,Autumn
2020-10-09,Karnataka,Dengue,8,2020,10,Autumn
2018-04-05,Telangana,Headache,21,2018,4,Spring
2024-01-05,Andhra Pradesh,Eye Infection,18,2024,1,Winter
2018-10-06,Telangana,Cold,25,2018,10,Autumn
2020-01-08,Telangana,Fever,22,2020,1,Winter
2024-04-25,Andhra Pradesh,Allergy,20,2024,4,Spring
2024-07-11,Telangana,Dengue,22,2024,7,Summer
2016-10-23,Telangana,Eye Infection,16,2016,10,Autumn
2024-04-25,Karnataka,Skin Rash,17,2024,4,Spring
2020-07-09,Telangana,Malaria,12,2020,7,Summer
2024-01-19,Andhra Pradesh,Diarrhea,10,2024,1,Winter
2018-10-12,Karnataka,Cold,9,2018,10,Autumn
2024-10-02,Delhi,Diarrhea,14,2024,10,Autumn
2017-07-16,Andhra Pradesh,Fever,22,2017,7,Summer
2016-04-20,Delhi,Fever,17,2016,4,Spring
2020-01-17,Delhi,Cold,23,2020,1,Winter
2019-01-06,Telangana,Dengue,29,2019,1,Winter
2020-10-13,Telangana,Diarrhea,8,2020,10,Autumn
2023-07-14,Andhra Pradesh,Skin Rash,23,2023,7,Summer
2019-10-26,Andhra Pradesh,Cough,29,2019,10,Autumn
2019-07-14,Telangana,Headache,30,2019,7,Summer
2020-01-22,Karnataka,Eye Infection,10,2020,1,Winter
2019-07-22,Karnataka,Malaria,7,2019,7,Summer
2016-10-14,Andhra Pradesh,Allergy,31,2016,10,Autumn
2017-01-18,Delhi,Dengue,19,2017,1,Winter
2017-04-14,Karnataka,Skin Rash,17,2017,4,Spring
2022-04-23,Delhi,Malaria,6,2022,4,Spring
2022-01-25,Delhi,Malaria,15,2022,1,Winter
2024-07-19,Karnataka,Diarrhea,7,2024,7,Summer
2016-07-11,Karnataka,Dengue,9,2016,7,Summer
2022-10-19,Delhi,Skin Rash,24,2022,10,Autumn
2023-07-11,Karnataka,Cough,9,2023,7,Summer
2024-07-11,Delhi,Skin Rash,22,2024,7,Summer
2021-04-13,Delhi,Diarrhea,9,2021,4,Spring
2021-07-03,Andhra Pradesh,Cough,27,2021,7,Summer
2023-04-10,Andhra Pradesh,Eye Infection,10,2023,4,Spring
2022-07-07,Delhi,Skin Rash,21,2022,7,Summer
2022-01-15,Andhra Pradesh,Malaria,29,2022,1,Winter
2022-01-13,Karnataka,Allergy,40,2022,1,Winter
2016-07-25,Delhi,Diarrhea,13,2016,7,Summer
2019-04-07,Karnataka,Cold,9,2019,4,Spring
2016-07-05,Karnataka,Fever,19,2016,7,Summer
2023-07-27,Telangana,Malaria,10,2023,7,Summer
2020-04-05,Telangana,Malaria,5,2020,4,Spring
2018-04-24,Telangana,Malaria,9,2018,4,Spring
2017-01-18,Karnataka,Allergy,31,2017,1,Winter
2022-04-08,Delhi,Eye Infection,25,2022,4,Spring
2019-10-18,Telangana,Headache,18,2019,10,Autumn
2018-07-07,Telangana,Fever,21,2018,7,Summer
2024-07-09,Delhi,Allergy,23,2024,7,Summer
2021-10-23,Delhi,Cough,26,2021,10,Autumn
2021-10-02,Delhi,Eye Infection,19,2021,10,Autumn
2017-10-20,Telangana,Fever,18,2017,10,Autumn
2019-01-18,Andhra Pradesh,Cough,37,2019,1,Winter
2020-01-04,Delhi,Diarrhea,20,2020,1,Winter
2019-10-27,Telangana,Fever,14,2019,10,Autumn
2024-10-28,Karnataka,Dengue,14,2024,10,Autumn
2021-07-17,Karnataka,Allergy,31,2021,7,Summer
2019-01-08,Karnataka,Eye Infection,15,2019,1,Winter
2021-10-06,Andhra Pradesh,Dengue,25,2021,10,Autumn
2021-10-23,Karnataka,Diarrhea,7,2021,10,Autumn
2021-07-13,Andhra Pradesh,Allergy,35,2021,7,Summer
2020-10-06,Delhi,Cold,21,2020,10,Autumn
2021-01-07,Delhi,Allergy,26,2021,1,Winter
2019-01-11,Andhra Pradesh,Malaria,18,2019,1,Winter
2016-01-09,Telangana,Skin Rash,16,2016,1,Winter
2021-01-17,Telangana,Malaria,15,2021,1,Winter
2022-04-11,Delhi,Malaria,10,2022,4,Spring
2018-01-20,Delhi,Malaria,9,2018,1,Winter
2018-10-18,Karnataka,Headache,3,2018,10,Autumn
2019-01-02,Telangana,Malaria,12,2019,1,Winter
2020-04-20,Telangana,Eye Infection,21,2020,4,Spring
2019-01-16,Andhra Pradesh,Malaria,30,2019,1,Winter
2016-01-25,Delhi,Skin Rash,20,2016,1,Winter
2024-04-17,Delhi,Diarrhea,13,2024,4,Spring
2023-07-20,Andhra Pradesh,Cold,22,2023,7,Summer
2017-07-17,Andhra Pradesh,Fever,24,2017,7,Summer
2020-07-16,Telangana,Cough,6,2020,7,Summer
2018-01-08,Telangana,Dengue,27,2018,1,Winter
2023-10-27,Andhra Pradesh,Allergy,30,2023,10,Autumn
2018-07-27,Andhra Pradesh,Diarrhea,12,2018,7,Summer
2020-01-03,Telangana,Diarrhea,15,2020,1,Winter
2016-04-03,Karnataka,Eye Infection,9,2016,4,Spring
2017-04-20,Delhi,Eye Infection,23,2017,4,Spring
2020-01-17,Andhra Pradesh,Cold,22,2020,1,Winter
2022-07-17,Telangana,Skin Rash,20,2022,7,Summer
2017-04-11,Andhra Pradesh,Eye Infection,16,2017,4,Spring
2022-04-27,Andhra Pradesh,Dengue,20,2022,4,Spring
2016-07-20,Telangana,Malaria,7,2016,7,Summer
2017-04-08,Telangana,Eye Infection,18,2017,4,Spring
2023-10-22,Delhi,Malaria,5,2023,10,Autumn
2020-07-18,Delhi,Eye Infection,25,2020,7,Summer
2020-04-10,Telangana,Cold,28,2020,4,Spring
2023-04-07,Andhra Pradesh,Malaria,19,2023,4,Spring
2023-01-14,Karnataka,Cough,14,2023,1,Winter
2017-01-16,Delhi,Headache,13,2017,1,Winter
2024-04-24,Telangana,Malaria,8,2024,4,Spring
2021-10-12,Karnataka,Cold,12,2021,10,Autumn
2017-04-25,Delhi,Skin Rash,10,2017,4,Spring
2019-10-09,Delhi,Allergy,17,2019,10,Autumn
2020-10-07,Karnataka,Malaria,12,2020,10,Autumn
2020-10-19,Telangana,Skin Rash,15,2020,10,Autumn
2023-07-02,Delhi,Fever,23,2023,7,Summer
2019-07-25,Delhi,Fever,22,2019,7,Summer
2018-10-03,Delhi,Dengue,19,2018,10,Autumn
2020-07-26,Karnataka,Cough,14,2020,7,Summer
2024-04-28,Telangana,Cough,12,2024,4,Spring
2021-04-09,Karnataka,Fever,18,2021,4,Spring
2022-04-16,Andhra Pradesh,Dengue,25,2022,4,Spring
2023-10-14,Karnataka,Headache,6,2023,10,Autumn
2017-10-20,Telangana,Cold,26,2017,10,Autumn
2022-07-05,Karnataka,Headache,11,2022,7,Summer
2017-10-11,Telangana,Allergy,11,2017,10,Autumn
2018-10-17,Andhra Pradesh,Skin Rash,19,2018,10,Autumn
2018-04-05,Delhi,Cold,19,2018,4,Spring
2021-10-08,Karnataka,Cold,7,2021,10,Autumn
2017-07-05,Andhra Pradesh,Skin Rash,20,2017,7,Summer
2024-07-08,Andhra Pradesh,Skin Rash,22,2024,7,Summer
2020-01-04,Karnataka,Fever,19,2020,1,Winter
2017-10-03,Andhra Pradesh,Cough,31,2017,10,Autumn
2024-04-22,Telangana,Cough,7,2024,4,Spring
2018-04-07,Karnataka,Malaria,12,2018,4,Spring
2021-01-03,Delhi,Fever,19,2021,1,Winter
2018-04-02,Delhi,Cold,17,2018,4,Spring
2021-10-17,Andhra Pradesh,Dengue,27,2021,10,Autumn
2016-01-17,Telangana,Cold,33,2016,1,Winter
2016-01-21,Delhi,Eye Infection,25,2016,1,Winter
2022-07-05,Delhi,Diarrhea,13,2022,7,Summer
2019-10-16,Delhi,Allergy,24,2019,10,Autumn
2024-04-20,Delhi,Allergy,17,2024,4,Spring
2016-01-03,Karnataka,Headache,12,2016,1,Winter
2018-01-17,Telangana,Dengue,22,2018,1,Winter
2022-07-08,Telangana,Eye Infection,18,2022,7,Summer
2017-01-07,Andhra Pradesh,Fever,24,2017,1,Winter
2018-01-13,Andhra Pradesh,Allergy,37,2018,1,Winter
2021-10-22,Andhra Pradesh,Dengue,26,2021,10,Autumn
2016-10-19,Delhi,Cough,26,2016,10,Autumn
2017-04-15,Karnataka,Malaria,10,2017,4,Spring
2016-04-16,Telangana,Allergy,17,2016,4,Spring
2023-01-07,Andhra Pradesh,Cough,31,2023,1,Winter
2019-07-23,Karnataka,Cough,9,2019,7,Summer
2023-10-03,Delhi,Dengue,16,2023,10,Autumn
2022-01-20,Karnataka,Cold,14,2022,1,Winter
2024-10-09,Telangana,Skin Rash,19,2024,10,Autumn
2021-10-13,Andhra Pradesh,Cough,31,2021,10,Autumn
2020-04-06,Karnataka,Headache,12,2020,4,Spring
2024-01-22,Karnataka,Cold,11,2024,1,Winter
2017-01-12,Karnataka,Cough,17,2017,1,Winter
2018-07-25,Delhi,Diarrhea,16,2018,7,Summer
2021-07-01,Karnataka,Eye Infection,6,2021,7,Summer
2017-10-28,Karnataka,Headache,11,2017,10,Autumn
2018-01-04,Andhra Pradesh,Eye Infection,23,2018,1,Winter
2022-07-07,Telangana,Eye Infection,17,2022,7,Summer
2018-04-05,Delhi,Headache,11,2018,4,Spring
2024-04-16,Delhi,Cough,18,2024,4,Spring
2016-07-18,Karnataka,Eye Infection,14,2016,7,Summer
2017-07-16,Delhi,Malaria,9,2017,7,Summer
2016-10-08,Karnataka,Headache,8,2016,10,Autumn
2021-10-26,Telangana,Cold,26,2021,10,Autumn
2023-01-04,Andhra Pradesh,Headache,31,2023,1,Winter
2023-07-08,Delhi,Fever,24,2023,7,Summer
2021-07-23,Telangana,Fever,21,2021,7,Summer
2022-07-23,Delhi,Eye Infection,25,2022,7,Summer
2023-04-09,Delhi,Skin Rash,16,2023,4,Spring
2021-10-23,Telangana,Eye Infection,20,2021,10,Autumn
2020-07-20,Karnataka,Eye Infection,12,2020,7,Summer
2023-01-28,Andhra Pradesh,Cough,30,2023,1,Winter
2021-04-07,Telangana,Headache,18,2021,4,Spring
2020-10-04,Telangana,Diarrhea,13,2020,10,Autumn
2018-07-28,Telangana,Headache,27,2018,7,Summer
2024-04-02,Telangana,Fever,13,2024,4,Spring
2022-01-23,Andhra Pradesh,Malaria,28,2022,1,Winter
2023-01-02,Telangana,Cold,32,2023,1,Winter
2017-10-20,Karnataka,Headache,5,2017,10,Autumn
2016-10-10,Andhra Pradesh,Skin Rash,18,2016,10,Autumn
2018-07-15,Andhra Pradesh,Diarrhea,9,2018,7,Summer
2019-01-14,Telangana,Eye Infection,25,2019,1,Winter
2019-01-05,Telangana,Dengue,27,2019,1,Winter
2022-07-19,Delhi,Allergy,19,2022,7,Summer
2019-10-19,Delhi,Skin Rash,18,2019,10,Autumn
2016-07-18,Telangana,Malaria,8,2016,7,Summer
2020-01-21,Telangana,Dengue,26,2020,1,Winter
2017-10-08,Karnataka,Dengue,2,2017,10,Autumn
2022-01-02,Andhra Pradesh,Allergy,34,2022,1,Winter
2017-04-14,Delhi,Malaria,4,2017,4,Spring
2022-10-04,Andhra Pradesh,Allergy,27,2022,10,Autumn
2024-01-06,Delhi,Diarrhea,15,2024,1,Winter
2021-07-28,Telangana,Malaria,8,2021,7,Summer
2020-07-05,Delhi,Cough,32,2020,7,Summer
2020-10-07,Telangana,Cough,8,2020,10,Autumn
2024-10-06,Delhi,Allergy,23,2024,10,Autumn
2024-04-13,Andhra Pradesh,Malaria,16,2024,4,Spring
2024-07-16,Delhi,Eye Infection,27,2024,7,Summer
2023-04-24,Delhi,Diarrhea,12,2023,4,Spring
2024-07-22,Telangana,Malaria,12,2024,7,Summer
2017-10-21,Telangana,Headache,16,2017,10,Autumn
2023-10-03,Andhra Pradesh,Cold,20,2023,10,Autumn
2019-07-07,Delhi,Fever,27,2019,7,Summer
2018-07-13,Andhra Pradesh,Eye Infection,20,2018,7,Summer
2023-07-11,Delhi,Dengue,20,2023,7,Summer
2017-01-11,Karnataka,Allergy,35,2017,1,Winter
2018-10-07,Telangana,Fever,18,2018,10,Autumn
2016-01-25,Telangana,Skin Rash,21,2016,1,Winter
2023-01-02,Telangana,Dengue,27,2023,1,Winter
2019-01-07,Telangana,Headache,28,2019,1,Winter
2017-01-24,Delhi,Headache,10,2017,1,Winter
2016-10-23,Karnataka,Cold,11,2016,10,Autumn
2022-10-15,Karnataka,Malaria,6,2022,10,Autumn
2020-10-13,Karnataka,Cough,14,2020,10,Autumn
2018-07-07,Karnataka,Diarrhea,12,2018,7,Summer
2023-10-07,Andhra Pradesh,Allergy,30,2023,10,Autumn
2016-01-09,Karnataka,Cold,12,2016,1,Winter
2021-07-28,Telangana,Cold,30,2021,7,Summer
2016-04-06,Telangana,Cold,28,2016,4,Spring
2016-04-26,Telangana,Skin Rash,18,2016,4,Spring
2020-04-02,Telangana,Headache,18,2020,4,Spring
2023-10-15,Telangana,Headache,27,2023,10,Autumn
2016-07-20,Andhra Pradesh,Malaria,29,2016,7,Summer
2021-07-26,Andhra Pradesh,Diarrhea,12,2021,7,Summer
2022-10-19,Telangana,Diarrhea,11,2022,10,Autumn
2018-07-25,Telangana,Eye Infection,22,2018,7,Summer
2018-07-04,Karnataka,Malaria,18,2018,7,Summer
2017-01-07,Delhi,Skin Rash,16,2017,1,Winter
2016-07-17,Karnataka,Diarrhea,6,2016,7,Summer
2024-01-02,Andhra Pradesh,Headache,38,2024,1,Winter
2019-01-28,Andhra Pradesh,Cough,32,2019,1,Winter
2022-10-23,Delhi,Headache,12,2022,10,Autumn
2024-01-17,Karnataka,Diarrhea,8,2024,1,Winter
2021-07-25,Telangana,Diarrhea,11,2021,7,Summer
2019-04-28,Delhi,Cough,23,2019,4,Spring
2024-10-03,Karnataka,Dengue,9,2024,10,Autumn
2018-01-27,Andhra Pradesh,Allergy,38,2018,1,Winter
2019-07-05,Telangana,Headache,27,2019,7,Summer
2018-07-08,Andhra Pradesh,Eye Infection,20,2018,7,Summer
2019-04-07,Andhra Pradesh,Dengue,20,2019,4,Spring
2019-07-20,Andhra Pradesh,Headache,26,2019,7,Summer
2019-01-26,Delhi,Eye Infection,23,2019,1,Winter
2021-01-15,Andhra Pradesh,Headache,32,2021,1,Winter
2022-10-26,Telangana,Allergy,22,2022,10,Autumn
2016-01-18,Telangana,Headache,31,2016,1,Winter
2017-01-20,Delhi,Dengue,24,2017,1,Winter
2021-10-14,Andhra Pradesh,Cold,17,2021,10,Autumn
2022-07-27,Karnataka,Malaria,16,2022,7,Summer
2022-10-07,Andhra Pradesh,Cough,28,2022,10,Autumn
2018-10-14,Telangana,Malaria,14,2018,10,Autumn
2021-01-26,Andhra Pradesh,Fever,22,2021,1,Winter
2024-10-25,Delhi,Malaria,13,2024,10,Autumn
2017-10-09,Delhi,Eye Infection,23,2017,10,Autumn
2020-04-10,Andhra Pradesh,Diarrhea,7,2020,4,Spring
2017-10-06,Delhi,Allergy,23,2017,10,Autumn
2016-10-18,Karnataka,Cough,6,2016,10,Autumn
2016-07-05,Telangana,Cough,11,2016,7,Summer
2016-04-21,Karnataka,Fever,11,2016,4,Spring
2017-04-03,Andhra Pradesh,Cold,16,2017,4,Spring
2020-04-20,Delhi,Allergy,20,2020,4,Spring
2021-01-22,Karnataka,Headache,8,2021,1,Winter
2024-10-15,Andhra Pradesh,Headache,33,2024,10,Autumn
2019-07-13,Telangana,Cold,33,2019,7,Summer
2024-01-04,Delhi,Eye Infection,24,2024,1,Winter
2020-07-02,Delhi,Headache,20,2020,7,Summer
2020-01-18,Karnataka,Headache,11,2020,1,Winter
2018-07-17,Andhra Pradesh,Skin Rash,21,2018,7,Summer
2020-04-24,Telangana,Allergy,19,2020,4,Spring
2018-04-21,Karnataka,Fever,18,2018,4,Spring
2021-07-28,Delhi,Dengue,14,2021,7,Summer
2019-07-03,Andhra Pradesh,Eye Infection,18,2019,7,Summer
2023-04-17,Telangana,Dengue,20,2023,4,Spring
2019-01-28,Telangana,Cold,39,2019,1,Winter
2016-10-27,Karnataka,Skin Rash,19,2016,10,Autumn
2016-07-22,Andhra Pradesh,Cold,22,2016,7,Summer
2024-07-28,Andhra Pradesh,Dengue,27,2024,7,Summer
2016-07-07,Delhi,Cold,16,2016,7,Summer
2016-04-23,Andhra Pradesh,Cold,20,2016,4,Spring
2021-07-28,Andhra Pradesh,Eye Infection,17,2021,7,Summer
2019-07-07,Telangana,Eye Infection,22,2019,7,Summer
2022-07-24,Andhra Pradesh,Cough,30,2022,7,Summer
2024-07-09,Karnataka,Diarrhea,3,2024,7,Summer
2023-04-08,Andhra Pradesh,Headache,22,2023,4,Spring
2016-10-16,Telangana,Cold,31,2016,10,Autumn
2023-07-22,Andhra Pradesh,Headache,34,2023,7,Summer
2019-04-26,Andhra Pradesh,Dengue,27,2019,4,Spring
2017-04-04,Delhi,Skin Rash,17,2017,4,Spring
2020-07-03,Telangana,Allergy,21,2020,7,Summer
2020-10-21,Karnataka,Fever,20,2020,10,Autumn
2020-01-16,Delhi,Malaria,12,2020,1,Winter
2016-07-21,Andhra Pradesh,Cold,22,2016,7,Summer
2023-04-11,Karnataka,Fever,13,2023,4,Spring
2017-10-14,Telangana,Cough,10,2017,10,Autumn
2018-07-06,Karnataka,Headache,7,2018,7,Summer
2018-07-28,Karnataka,Malaria,4,2018,7,Summer
2021-10-13,Telangana,Dengue,16,2021,10,Autumn
2024-04-23,Delhi,Allergy,21,2024,4,Spring
2016-07-22,Karnataka,Dengue,10,2016,7,Summer
2019-04-06,Karnataka,Fever,17,2019,4,Spring
2018-01-25,Telangana,Cough,15,2018,1,Winter
2016-01-19,Delhi,Dengue,26,2016,1,Winter
2017-10-12,Delhi,Allergy,25,2017,10,Autumn
2019-04-16,Karnataka,Malaria,14,2019,4,Spring
2024-07-17,Delhi,Diarrhea,15,2024,7,Summer
2022-01-26,Delhi,Eye Infection,28,2022,1,Winter
2018-07-14,Delhi,Dengue,20,2018,7,Summer
2021-04-23,Karnataka,Headache,10,2021,4,Spring
2018-04-27,Karnataka,Cold,12,2018,4,Spring
2019-01-15,Karnataka,Allergy,29,2019,1,Winter
2017-04-27,Karnataka,Fever,15,2017,4,Spring
2016-10-14,Delhi,Cough,26,2016,10,Autumn
2022-04-02,Karnataka,Headache,5,2022,4,Spring
2020-07-25,Andhra Pradesh,Diarrhea,14,2020,7,Summer
2016-10-03,Telangana,Headache,18,2016,10,Autumn
2022-04-16,Karnataka,Diarrhea,5,2022,4,Spring
2023-01-17,Karnataka,Allergy,36,2023,1,Winter
2017-07-05,Delhi,Malaria,7,2017,7,Summer
2022-07-15,Andhra Pradesh,Eye Infection,27,2022,7,Summer
2022-01-06,Karnataka,Eye Infection,13,2022,1,Winter
2022-04-07,Delhi,Headache,6,2022,4,Spring
2022-10-01,Andhra Pradesh,Fever,19,2022,10,Autumn
2021-07-21,Andhra Pradesh,Cough,34,2021,7,Summer
2024-07-04,Delhi,Cough,30,2024,7,Summer
2017-10-18,Andhra Pradesh,Cough,35,2017,10,Autumn
2023-10-08,Andhra Pradesh,Eye Infection,22,2023,10,Autumn
2017-10-05,Andhra Pradesh,Skin Rash,15,2017,10,Autumn
2022-10-23,Karnataka,Diarrhea,6,2022,10,Autumn
2017-07-21,Andhra Pradesh,Skin Rash,18,2017,7,Summer
2024-01-03,Delhi,Allergy,22,2024,1,Winter
2024-01-22,Andhra Pradesh,Skin Rash,25,2024,1,Winter
2024-07-07,Andhra Pradesh,Diarrhea,13,2024,7,Summer
2024-04-26,Delhi,Eye Infection,15,2024,4,Spring
2021-01-16,Telangana,Allergy,24,2021,1,Winter
2019-07-27,Karnataka,Cold,10,2019,7,Summer
2018-01-21,Telangana,Cough,16,2018,1,Winter
2021-01-12,Karnataka,Diarrhea,4,2021,1,Winter
2019-07-11,Delhi,Fever,28,2019,7,Summer
2023-01-24,Andhra Pradesh,Eye Infection,26,2023,1,Winter
2022-04-02,Delhi,Allergy,18,2022,4,Spring
2024-04-09,Karnataka,Fever,12,2024,4,Spring
2021-04-04,Andhra Pradesh,Malaria,19,2021,4,Spring
2024-10-06,Karnataka,Cold,14,2024,10,Autumn
2024-01-01,Karnataka,Cough,8,2024,1,Winter
2022-01-15,Karnataka,Dengue,8,2022,1,Winter
2023-10-01,Andhra Pradesh,Headache,25,2023,10,Autumn
2023-07-04,Telangana,Eye Infection,20,2023,7,Summer
2018-07-14,Karnataka,Skin Rash,20,2018,7,Summer
2016-01-18,Delhi,Headache,8,2016,1,Winter
2016-07-02,Telangana,Fever,17,2016,7,Summer
2020-07-05,Andhra Pradesh,Skin Rash,14,2020,7,Summer
2017-07-27,Delhi,Dengue,19,2017,7,Summer
2017-10-08,Telangana,Cough,11,2017,10,Autumn
2017-07-20,Delhi,Diarrhea,10,2017,7,Summer
2021-07-15,Karnataka,Dengue,7,2021,7,Summer
2024-07-12,Delhi,Allergy,23,2024,7,Summer
2022-10-02,Karnataka,Allergy,29,2022,10,Autumn
2023-04-28,Karnataka,Dengue,5,2023,4,Spring
2021-07-08,Andhra Pradesh,Skin Rash,21,2021,7,Summer
2018-07-01,Karnataka,Headache,13,2018,7,Summer
2018-10-22,Delhi,Cold,18,2018,10,Autumn
2022-01-11,Delhi,Skin Rash,20,2022,1,Winter
2024-10-02,Delhi,Fever,22,2024,10,Autumn
2017-10-05,Telangana,Diarrhea,10,2017,10,Autumn
2022-04-06,Delhi,Cough,14,2022,4,Spring
2020-10-23,Delhi,Dengue,19,2020,10,Autumn
2023-10-03,Karnataka,Headache,7,2023,10,Autumn
2022-04-17,Andhra Pradesh,Dengue,24,2022,4,Spring
2024-07-10,Andhra Pradesh,Cough,34,2024,7,Summer
2018-01-26,Delhi,Fever,22,2018,1,Winter
2018-07-01,Telangana,Eye Infection,21,2018,7,Summer
2019-10-21,Telangana,Headache,22,2019,10,Autumn
2018-07-25,Telangana,Diarrhea,10,2018,7,Summer
2024-04-09,Delhi,Eye Infection,18,2024,4,Spring
2018-04-13,Karnataka,Cold,6,2018,4,Spring
2024-07-22,Delhi,Malaria,6,2024,7,Summer
2019-01-04,Delhi,Diarrhea,17,2019,1,Winter
2019-07-23,Telangana,Headache,21,2019,7,Summer
2017-04-20,Telangana,Headache,23,2017,4,Spring
2019-07-22,Andhra Pradesh,Cold,22,2019,7,Summer
2017-07-21,Andhra Pradesh,Cold,23,2017,7,Summer
2016-07-06,Andhra Pradesh,Allergy,31,2016,7,Summer
2020-01-16,Telangana,Eye Infection,18,2020,1,Winter
2019-04-24,Andhra Pradesh,Headache,27,2019,4,Spring
2018-04-20,Andhra Pradesh,Diarrhea,14,2018,4,Spring
2021-10-08,Telangana,Cold,30,2021,10,Autumn
2021-10-17,Karnataka,Cough,12,2021,10,Autumn
2023-04-13,Andhra Pradesh,Skin Rash,21,2023,4,Spring
2023-04-14,Telangana,Diarrhea,13,2023,4,Spring
2023-10-07,Karnataka,Diarrhea,5,2023,10,Autumn
2018-07-05,Telangana,Headache,23,2018,7,Summer
2020-07-01,Karnataka,Headache,8,2020,7,Summer
2024-01-15,Telangana,Malaria,10,2024,1,Winter
2023-10-14,Telangana,Fever,20,2023,10,Autumn
2018-01-22,Telangana,Diarrhea,13,2018,1,Winter
2023-01-07,Telangana,Malaria,12,2023,1,Winter
2022-10-27,Andhra Pradesh,Fever,16,2022,10,Autumn
2019-01-01,Andhra Pradesh,Headache,36,2019,1,Winter
2019-04-02,Telangana,Dengue,18,2019,4,Spring
2016-04-22,Telangana,Cold,22,2016,4,Spring
2019-04-23,Delhi,Cold,16,2019,4,Spring
2020-10-01,Karnataka,Allergy,25,2020,10,Autumn
2018-10-02,Andhra Pradesh,Dengue,24,2018,10,Autumn
2024-07-14,Andhra Pradesh,Diarrhea,9,2024,7,Summer
2024-01-05,Karnataka,Dengue,8,2024,1,Winter
2020-01-13,Delhi,Cough,32,2020,1,Winter
2019-10-20,Delhi,Cold,17,2019,10,Autumn
2022-04-11,Delhi,Headache,7,2022,4,Spring
2023-10-22,Andhra Pradesh,Allergy,26,2023,10,Autumn
2022-10-23,Telangana,Headache,25,2022,10,Autumn
2018-01-22,Telangana,Fever,22,2018,1,Winter
2020-04-01,Karnataka,Dengue,10,2020,4,Spring
2022-10-15,Andhra Pradesh,Headache,32,2022,10,Autumn
2022-07-22,Andhra Pradesh,Skin Rash,18,2022,7,Summer
2018-01-14,Telangana,Cold,37,2018,1,Winter
2022-07-27,Karnataka,Allergy,35,2022,7,Summer
2018-01-25,Delhi,Allergy,28,2018,1,Winter
2016-07-09,Andhra Pradesh,Malaria,19,2016,7,Summer
2022-01-17,Telangana,Fever,25,2022,1,Winter
